order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year,month,profit_margin
CA-2013-106950,2013-03-09,2013-07-09,Standard Class,Joe Elijah,Consumer,North Carolina,United States,US,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,473.0,3,0.4,-149.6307,62.32,High,2013.0,3,-31.634397463002113
TU-2013-10000,2013-03-09,2013-07-09,Standard Class,Deanra Eno,Home Office,Ankara,Turkey,EMEA,EMEA,FUR-ELD-10004384,Furniture,Furnishings,"Eldon Frame, Black",558.0,12,0.6,-446.4,60.74,High,2013.0,3,-80.0
CA-2013-166429,2013-03-09,2013-09-09,Standard Class,Toby Gnade,Consumer,Washington,United States,US,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,,2,0.0,449.991,55.42,Medium,2013.0,3,
CA-2013-126732,2013-03-09,2013-07-09,Standard Class,Lena Radford,Consumer,California,United States,US,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,,4,0.2,68.198,53.95,Medium,2013.0,3,
MX-2013-154886,2013-03-09,2013-05-09,First Class,Craig Molinari,Corporate,Quintana Roo,Mexico,LATAM,North,TEC-AC-10003857,Technology,Accessories,"Memorex Keyboard, Programmable",146.0,3,0.0,59.7,51.09,Critical,2013.0,3,40.89041095890411
CA-2013-106950,2013-03-09,2013-07-09,Standard Class,Joe Elijah,Consumer,North Carolina,United States,US,South,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309.0,9,0.2,34.8138,41.59,High,2013.0,3,11.266601941747572
MX-2013-111115,2013-03-09,2013-05-09,Second Class,Chad McGuire,Consumer,Buenos Aires,Argentina,LATAM,South,FUR-BO-10002740,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",493.0,3,0.4,-57.588,40.85,Medium,2013.0,3,-11.681135902636917
UP-2013-1170,2013-03-09,2013-03-09,Same Day,Guy Armstrong,Consumer,Donetsk,Ukraine,EMEA,EMEA,FUR-DAN-10002631,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine",286.0,2,0.0,25.68,39.21,High,2013.0,3,8.979020979020978
UZ-2013-4080,2013-03-09,2013-03-09,Same Day,Richard Bierner,Consumer,Namangan,Uzbekistan,EMEA,EMEA,OFF-TEN-10003148,Office Supplies,Storage,"Tenex Lockers, Single Width",204.0,1,0.0,12.24,31.63,Medium,2013.0,3,6.0
SA-2013-9480,2013-03-09,2013-10-09,Standard Class,Cari MacIntyre,Corporate,Al Madinah,Saudi Arabia,EMEA,EMEA,TEC-HP -10003618,Technology,Copiers,"HP Fax Machine, Digital",599.0,2,0.0,0.0,30.8,Medium,2013.0,3,0.0
CA-2013-126732,2013-03-09,2013-07-09,Standard Class,Lena Radford,Consumer,California,United States,US,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,569.0,3,0.2,28.4364,29.93,Medium,2013.0,3,4.997609841827768
IT-2013-1217994,2013-03-09,2013-05-09,Second Class,Tracy Blumstein,Consumer,England,United Kingdom,EU,North,TEC-PH-10001070,Technology,Phones,"Samsung Headset, VoIP",110.0,3,0.5,-17.595,27.55,Critical,2013.0,3,-15.995454545454542
ES-2013-2003988,2013-03-09,2013-08-09,Second Class,Nathan Mautz,Home Office,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-AP-10003032,Office Supplies,Appliances,"Hamilton Beach Blender, Silver",256.0,4,0.1,-28.416,24.4,High,2013.0,3,-11.1
MA-2013-810,2013-03-09,2013-07-09,Standard Class,Janet Molinari,Corporate,Diana,Madagascar,Africa,Africa,OFF-STA-10000244,Office Supplies,Art,"Stanley Sketch Pad, Fluorescent",183.0,4,0.0,29.16,21.45,Medium,2013.0,3,15.934426229508198
CA-2013-106278,2013-03-09,2013-06-09,Second Class,Becky Martin,Consumer,Washington,United States,US,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",216.0,3,0.2,-2.6997,20.36,Medium,2013.0,3,-1.249861111111111
SG-2013-3590,2013-03-09,2013-09-09,Standard Class,Resi Pölking,Consumer,Dakar,Senegal,Africa,Africa,FUR-OFF-10001224,Furniture,Chairs,"Office Star Swivel Stool, Red",348.0,2,0.0,17.34,19.42,Medium,2013.0,3,4.982758620689655
ID-2013-13562,2013-03-09,2013-08-09,Standard Class,Denny Ordway,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-CH-10001313,Furniture,Chairs,"SAFCO Steel Folding Chair, Black",250.0,4,0.25,69.84,18.66,Medium,2013.0,3,27.936
US-2013-123841,2013-03-09,2013-08-09,Standard Class,Jenna Caffey,Consumer,Sinaloa,Mexico,LATAM,North,TEC-PH-10003932,Technology,Phones,"Apple Audio Dock, VoIP",223.0,2,0.0,8.88,16.75,Medium,2013.0,3,3.9820627802690587
MX-2013-111115,2013-03-09,2013-05-09,Second Class,Chad McGuire,Consumer,Buenos Aires,Argentina,LATAM,South,TEC-CO-10004690,Technology,Copiers,"HP Wireless Fax, Digital",287.0,2,0.402,3.8004,16.47,Medium,2013.0,3,1.3241811846689895
ES-2013-5039157,2013-03-09,2013-08-09,Standard Class,Ed Jacobs,Consumer,Rhineland-Palatinate,Germany,EU,Central,OFF-AR-10000110,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",232.0,5,0.0,60.15,16.4,Medium,2013.0,3,25.926724137931036
ID-2013-68841,2013-03-09,2013-08-09,Standard Class,Sally Matthias,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-FU-10002829,Furniture,Furnishings,"Deflect-O Clock, Black",113.0,3,0.25,-27.2025,15.87,High,2013.0,3,-24.073008849557525
ID-2013-68841,2013-03-09,2013-08-09,Standard Class,Sally Matthias,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-BI-10002881,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",208.0,5,0.15,-31.92,14.77,High,2013.0,3,-15.346153846153848
US-2013-164399,2013-03-09,2013-08-09,Standard Class,Liz Carlisle,Consumer,Lima (city),Peru,LATAM,South,FUR-FU-10003694,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack",80.0,4,0.4,-32.208,12.98,High,2013.0,3,-40.26
CA-2013-112739,2013-03-09,2013-08-09,Second Class,Ross DeVincentis,Home Office,Texas,United States,US,Central,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,160.0,5,0.2,33.9065,12.91,Medium,2013.0,3,21.1915625
MX-2013-145856,2013-03-09,2013-06-09,First Class,Naresj Patel,Consumer,Santiago de Cuba,Cuba,LATAM,Caribbean,OFF-LA-10002848,Office Supplies,Labels,"Novimex Shipping Labels, Laser Printer Compatible",44.0,6,0.0,14.88,12.1,Critical,2013.0,3,33.81818181818182
MA-2013-810,2013-03-09,2013-07-09,Standard Class,Janet Molinari,Corporate,Diana,Madagascar,Africa,Africa,OFF-CAM-10004790,Office Supplies,Envelopes,"Cameo Peel and Seal, Set of 50",168.0,8,0.0,26.88,12.04,Medium,2013.0,3,16.0
CA-2013-129847,2013-03-09,2013-05-09,First Class,Tom Ashbrook,Home Office,Illinois,United States,US,Central,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.0,2,0.6,-75.8448,11.8,Medium,2013.0,3,-90.29142857142858
ES-2013-5685466,2013-03-09,2013-05-09,Second Class,Adam Shillingsburg,Consumer,Ile-de-France,France,EU,Central,OFF-LA-10004744,Office Supplies,Labels,"Smead Shipping Labels, Alphabetical",34.0,3,0.0,8.19,10.1,Critical,2013.0,3,24.088235294117645
TU-2013-9320,2013-03-09,2013-07-09,Standard Class,Ken Heidel,Corporate,Antalya,Turkey,EMEA,EMEA,TEC-APP-10004049,Technology,Phones,"Apple Speaker Phone, Cordless",101.0,2,0.6,-95.88,9.61,Medium,2013.0,3,-94.93069306930693
EG-2013-5440,2013-03-09,2013-07-09,Standard Class,Mark Cousins,Corporate,Al Iskandariyah,Egypt,Africa,Africa,OFF-FEL-10002158,Office Supplies,Storage,"Fellowes Folders, Blue",106.0,4,0.0,52.8,8.76,High,2013.0,3,49.81132075471698
ID-2013-68841,2013-03-09,2013-08-09,Standard Class,Sally Matthias,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-ST-10003159,Office Supplies,Storage,"Smead Trays, Single Width",80.0,3,0.45,-39.2985,8.29,High,2013.0,3,-49.123124999999995
NI-2013-5960,2013-03-09,2013-08-09,Standard Class,Sean Christensen,Consumer,Lagos,Nigeria,Africa,Africa,FUR-DAN-10002631,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine",86.0,2,0.7,-174.24,8.13,Medium,2013.0,3,-202.60465116279073
US-2013-123841,2013-03-09,2013-08-09,Standard Class,Jenna Caffey,Consumer,Sinaloa,Mexico,LATAM,North,OFF-AR-10002975,Office Supplies,Art,"Stanley Sketch Pad, Fluorescent",91.0,3,0.0,35.58,7.81,Medium,2013.0,3,39.098901098901095
CA-2013-126732,2013-03-09,2013-07-09,Standard Class,Lena Radford,Consumer,California,United States,US,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,95.0,9,0.0,31.2444,7.01,Medium,2013.0,3,32.88884210526316
CA-2013-130407,2013-03-09,2013-07-09,Standard Class,Karen Daniels,Consumer,New York,United States,US,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.0,2,0.0,19.6248,6.68,Medium,2013.0,3,26.1664
CA-2013-113096,2013-03-09,2013-05-09,First Class,Sam Zeldin,Home Office,California,United States,US,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",47.0,3,0.0,12.0978,6.54,High,2013.0,3,25.739999999999995
NI-2013-5240,2013-03-09,2013-05-09,Second Class,Sharelle Roach,Home Office,Kaduna,Nigeria,Africa,Africa,OFF-BIC-10003680,Office Supplies,Art,"BIC Highlighters, Blue",34.0,6,0.7,-34.146,5.39,High,2013.0,3,-100.42941176470588
CA-2013-106278,2013-03-09,2013-06-09,Second Class,Becky Martin,Consumer,Washington,United States,US,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",66.0,3,0.0,30.9918,5.04,Medium,2013.0,3,46.95727272727273
SA-2013-9480,2013-03-09,2013-10-09,Standard Class,Cari MacIntyre,Corporate,Al Madinah,Saudi Arabia,EMEA,EMEA,OFF-STO-10003342,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",82.0,6,0.0,40.68,5.03,Medium,2013.0,3,49.609756097560975
ES-2013-2003988,2013-03-09,2013-08-09,Second Class,Nathan Mautz,Home Office,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-AR-10003651,Office Supplies,Art,"Sanford Pencil Sharpener, Easy-Erase",81.0,3,0.0,40.59,5.02,High,2013.0,3,50.111111111111114
MA-2013-810,2013-03-09,2013-07-09,Standard Class,Janet Molinari,Corporate,Diana,Madagascar,Africa,Africa,OFF-EAT-10004979,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor",93.0,2,0.0,44.7,4.74,Medium,2013.0,3,48.064516129032256
NI-2013-5960,2013-03-09,2013-08-09,Standard Class,Sean Christensen,Consumer,Lagos,Nigeria,Africa,Africa,OFF-KIT-10004732,Office Supplies,Appliances,"KitchenAid Blender, Silver",59.0,2,0.7,-69.21,4.5,Medium,2013.0,3,-117.30508474576271
IT-2013-1217994,2013-03-09,2013-05-09,Second Class,Tracy Blumstein,Consumer,England,United Kingdom,EU,North,OFF-BI-10004554,Office Supplies,Binders,"Avery Index Tab, Clear",9.0,3,0.5,-8.775,3.59,Critical,2013.0,3,-97.50000000000001
NI-2013-5960,2013-03-09,2013-08-09,Standard Class,Sean Christensen,Consumer,Lagos,Nigeria,Africa,Africa,OFF-SAN-10002484,Office Supplies,Art,"Sanford Canvas, Blue",30.0,2,0.7,-41.448,3.38,Medium,2013.0,3,-138.16
SA-2013-9480,2013-03-09,2013-10-09,Standard Class,Cari MacIntyre,Corporate,Al Madinah,Saudi Arabia,EMEA,EMEA,OFF-IBI-10002805,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",30.0,1,0.0,15.21,3.09,Medium,2013.0,3,50.7
CA-2013-130407,2013-03-09,2013-07-09,Standard Class,Karen Daniels,Consumer,New York,United States,US,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,40.0,2,0.0,9.995,3.01,Medium,2013.0,3,24.987499999999997
ID-2013-68841,2013-03-09,2013-08-09,Standard Class,Sally Matthias,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-FU-10003214,Furniture,Furnishings,"Eldon Stacking Tray, Durable",21.0,1,0.25,0.5475,2.99,High,2013.0,3,2.607142857142857
ES-2013-3903130,2013-03-09,2013-05-09,Second Class,Maria Zettner,Home Office,Ile-de-France,France,EU,Central,OFF-FA-10004899,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",38.0,2,0.0,19.2,2.91,High,2013.0,3,50.526315789473685
ES-2013-2003988,2013-03-09,2013-08-09,Second Class,Nathan Mautz,Home Office,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-LA-10000648,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",26.0,4,0.0,10.44,2.81,High,2013.0,3,40.15384615384615
US-2013-123841,2013-03-09,2013-08-09,Standard Class,Jenna Caffey,Consumer,Sinaloa,Mexico,LATAM,North,FUR-CH-10004736,Furniture,Chairs,"Novimex Bag Chairs, Adjustable",78.0,3,0.2,-2.94,2.8,Medium,2013.0,3,-3.769230769230769
CA-2013-106950,2013-03-09,2013-07-09,Standard Class,Joe Elijah,Consumer,North Carolina,United States,US,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.0,4,0.2,3.4048,2.72,High,2013.0,3,17.919999999999998
CA-2013-144764,2013-03-09,2013-09-09,Standard Class,Rob Lucas,Consumer,Illinois,United States,US,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,29.0,5,0.2,9.8685,2.58,Medium,2013.0,3,34.029310344827586
TU-2013-9320,2013-03-09,2013-07-09,Standard Class,Ken Heidel,Corporate,Antalya,Turkey,EMEA,EMEA,TEC-APP-10004912,Technology,Phones,"Apple Speaker Phone, with Caller ID",49.0,1,0.6,-43.17,2.49,Medium,2013.0,3,-88.10204081632654
IT-2013-4191599,2013-03-09,2013-07-09,Standard Class,Justin Deggeller,Corporate,South Holland,Netherlands,EU,Central,OFF-AR-10000444,Office Supplies,Art,"BIC Highlighters, Blue",19.0,2,0.5,-3.81,2.48,High,2013.0,3,-20.05263157894737
US-2013-123841,2013-03-09,2013-08-09,Standard Class,Jenna Caffey,Consumer,Sinaloa,Mexico,LATAM,North,OFF-AR-10003551,Office Supplies,Art,"Sanford Pens, Water Color",38.0,4,0.0,12.16,2.37,Medium,2013.0,3,32.0
SA-2013-9480,2013-03-09,2013-10-09,Standard Class,Cari MacIntyre,Corporate,Al Madinah,Saudi Arabia,EMEA,EMEA,OFF-BOS-10000577,Office Supplies,Art,"Boston Highlighters, Blue",38.0,2,0.0,9.42,2.37,Medium,2013.0,3,24.789473684210524
ID-2013-68841,2013-03-09,2013-08-09,Standard Class,Sally Matthias,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-CH-10004312,Furniture,Chairs,"Hon Bag Chairs, Set of Two",36.0,1,0.25,-0.48,2.17,High,2013.0,3,-1.3333333333333333
IR-2013-3700,2013-03-09,2013-05-09,First Class,Ralph Arnett,Consumer,Razavi Khorasan,Iran,EMEA,EMEA,OFF-ACM-10000671,Office Supplies,Supplies,"Acme Ruler, Steel",16.0,1,0.0,4.83,2.17,High,2013.0,3,30.1875
ID-2013-13562,2013-03-09,2013-08-09,Standard Class,Denny Ordway,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-EN-10000539,Office Supplies,Envelopes,"Ames Clasp Envelope, with clear poly window",35.0,6,0.45,-27.738,2.09,Medium,2013.0,3,-79.25142857142858
CA-2013-144764,2013-03-09,2013-09-09,Standard Class,Rob Lucas,Consumer,Illinois,United States,US,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.0,2,0.2,-8.3524,1.93,Medium,2013.0,3,-23.864
CA-2013-106950,2013-03-09,2013-07-09,Standard Class,Joe Elijah,Consumer,North Carolina,United States,US,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.0,5,0.7,-12.628,1.9,High,2013.0,3,-74.28235294117647
NI-2013-5240,2013-03-09,2013-05-09,Second Class,Sharelle Roach,Home Office,Kaduna,Nigeria,Africa,Africa,OFF-AME-10002557,Office Supplies,Envelopes,"Ames Business Envelopes, Recycled",10.0,2,0.7,-15.336,1.83,High,2013.0,3,-153.36
CA-2013-116540,2013-03-09,2013-03-09,Same Day,Sonia Sunley,Consumer,Wisconsin,United States,US,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.0,2,0.0,3.8822,1.8,Critical,2013.0,3,48.5275
CA-2013-126732,2013-03-09,2013-07-09,Standard Class,Lena Radford,Consumer,California,United States,US,West,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,19.0,7,0.0,5.2332,1.73,Medium,2013.0,3,27.54315789473684
MA-2013-810,2013-03-09,2013-07-09,Standard Class,Janet Molinari,Corporate,Diana,Madagascar,Africa,Africa,OFF-BOS-10003160,Office Supplies,Art,"Boston Markers, Water Color",30.0,1,0.0,0.0,1.57,Medium,2013.0,3,0.0
CA-2013-106950,2013-03-09,2013-07-09,Standard Class,Joe Elijah,Consumer,North Carolina,United States,US,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,23.0,7,0.7,-17.5651,1.45,High,2013.0,3,-76.37
TU-2013-9320,2013-03-09,2013-07-09,Standard Class,Ken Heidel,Corporate,Antalya,Turkey,EMEA,EMEA,FUR-HAR-10004726,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable",40.0,1,0.6,-26.118,1.4,Medium,2013.0,3,-65.29499999999999
CA-2013-126732,2013-03-09,2013-07-09,Standard Class,Lena Radford,Consumer,California,United States,US,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,24.0,3,0.0,0.9468,1.34,Medium,2013.0,3,3.945
ID-2013-13562,2013-03-09,2013-08-09,Standard Class,Denny Ordway,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-ST-10003414,Office Supplies,Storage,"Smead Box, Wire Frame",22.0,4,0.45,-12.672,1.32,Medium,2013.0,3,-57.60000000000001
IZ-2013-700,2013-03-09,2013-07-09,Standard Class,Frank Gastineau,Home Office,Al Basrah,Iraq,EMEA,EMEA,OFF-STO-10000923,Office Supplies,Fasteners,"Stockwell Staples, Bulk Pack",22.0,2,0.0,3.24,1.28,Medium,2013.0,3,14.727272727272728
ES-2013-5072900,2013-03-09,2013-07-09,Second Class,Melanie Seite,Consumer,Saxony,Germany,EU,Central,OFF-BI-10002986,Office Supplies,Binders,"Avery Binder Covers, Recycled",23.0,4,0.5,-6.42,1.24,Medium,2013.0,3,-27.913043478260867
CA-2013-112739,2013-03-09,2013-08-09,Second Class,Ross DeVincentis,Home Office,Texas,United States,US,Central,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",9.0,8,0.8,-13.3424,1.09,Medium,2013.0,3,-148.24888888888887
CA-2013-116540,2013-03-09,2013-03-09,Same Day,Sonia Sunley,Consumer,Wisconsin,United States,US,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,2.0,1,0.0,0.6516,0.57,Critical,2013.0,3,32.58
TU-2013-9320,2013-03-09,2013-07-09,Standard Class,Ken Heidel,Corporate,Antalya,Turkey,EMEA,EMEA,TEC-BEL-10004950,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",24.0,1,0.6,-34.38,0.45,Medium,2013.0,3,-143.25
MA-2013-810,2013-03-09,2013-07-09,Standard Class,Janet Molinari,Corporate,Diana,Madagascar,Africa,Africa,OFF-HAR-10000414,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable",5.0,1,0.0,1.29,0.44,Medium,2013.0,3,25.8
CA-2013-126732,2013-03-09,2013-07-09,Standard Class,Lena Radford,Consumer,California,United States,US,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.0,1,0.2,2.5592,0.38,Medium,2013.0,3,36.56
TU-2013-9320,2013-03-09,2013-07-09,Standard Class,Ken Heidel,Corporate,Antalya,Turkey,EMEA,EMEA,OFF-STO-10003802,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",6.0,1,0.6,-5.748,0.28,Medium,2013.0,3,-95.80000000000001
CA-2013-158099,2013-04-09,2013-06-09,First Class,Paul Knutson,Home Office,Pennsylvania,United States,US,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,,5,0.7,-760.98,166.97,Medium,2013.0,4,
MX-2013-103744,2013-04-09,2013-05-09,First Class,Christopher Schild,Home Office,Bogota,Colombia,LATAM,South,FUR-CH-10001130,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",608.0,5,0.0,79.0,123.87,High,2013.0,4,12.993421052631579
ZA-2013-8130,2013-04-09,2013-10-09,Standard Class,Joe Kamberova,Consumer,Lusaka,Zambia,Africa,Africa,OFF-ELD-10001694,Office Supplies,Storage,"Eldon File Cart, Single Width",,8,0.0,184.08,110.53,Medium,2013.0,4,
ES-2013-2387221,2013-04-09,2013-08-09,Standard Class,Max Ludwig,Home Office,Basque Country,Spain,EU,South,FUR-BO-10002892,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",881.0,2,0.0,334.86,92.21,High,2013.0,4,38.00908059023836
MO-2013-6320,2013-04-09,2013-09-09,Second Class,Erin Smith,Corporate,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa,FUR-SAF-10002112,Furniture,Chairs,"SAFCO Executive Leather Armchair, Set of Two",464.0,1,0.0,194.73,86.35,High,2013.0,4,41.9676724137931
IV-2013-8930,2013-04-09,2013-04-09,Same Day,Max Jones,Consumer,Lagunes,Cote d'Ivoire,Africa,Africa,TEC-STA-10003330,Technology,Machines,"StarTech Printer, Red",507.0,2,0.0,217.8,65.54,Medium,2013.0,4,42.9585798816568
ES-2013-5266365,2013-04-09,2013-07-09,Second Class,Henry Goldwyn,Corporate,Poitou-Charentes,France,EU,Central,OFF-AP-10000005,Office Supplies,Appliances,"KitchenAid Microwave, Red",559.0,2,0.1,-18.624,56.26,Medium,2013.0,4,-3.331663685152057
HU-2013-8690,2013-04-09,2013-04-09,Same Day,Mick Brown,Consumer,Budapest,Hungary,EMEA,EMEA,TEC-CAN-10001378,Technology,Copiers,"Canon Personal Copier, High-Speed",,8,0.0,304.32,54.72,High,2013.0,4,
US-2013-138380,2013-04-09,2013-06-09,Second Class,Brooke Gillingham,Corporate,Panama,Panama,LATAM,Central,TEC-CO-10003370,Technology,Copiers,"HP Ink, Color",311.0,6,0.402,-63.58512,45.67,Critical,2013.0,4,-20.44537620578778
TU-2013-5470,2013-04-09,2013-06-09,First Class,Phillip Flathmann,Consumer,Istanbul,Turkey,EMEA,EMEA,OFF-FEL-10002867,Office Supplies,Storage,"Fellowes Lockers, Single Width",332.0,4,0.6,-356.664,41.24,Critical,2013.0,4,-107.42891566265061
ES-2013-4834847,2013-04-09,2013-10-09,Standard Class,Jill Fjeld,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,FUR-BO-10004660,Furniture,Bookcases,"Sauder Library with Doors, Metal",697.0,2,0.1,178.002,40.16,Low,2013.0,4,25.538307030129126
MX-2013-160206,2013-04-09,2013-09-09,Standard Class,Michael Kennedy,Corporate,Santiago de Cuba,Cuba,LATAM,Caribbean,TEC-PH-10000419,Technology,Phones,"Apple Smart Phone, Full Size",,3,0.0,38.16,28.94,Medium,2013.0,4,
IV-2013-8930,2013-04-09,2013-04-09,Same Day,Max Jones,Consumer,Lagunes,Cote d'Ivoire,Africa,Africa,TEC-STA-10003330,Technology,Machines,"StarTech Printer, Red",253.0,1,0.0,108.9,28.51,Medium,2013.0,4,43.04347826086957
ES-2013-4834847,2013-04-09,2013-10-09,Standard Class,Jill Fjeld,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,TEC-CO-10002601,Technology,Copiers,"Brother Fax and Copier, Digital",325.0,2,0.15,-3.879,27.18,Low,2013.0,4,-1.1935384615384614
ZA-2013-8130,2013-04-09,2013-10-09,Standard Class,Joe Kamberova,Consumer,Lusaka,Zambia,Africa,Africa,FUR-RUB-10001380,Furniture,Furnishings,"Rubbermaid Photo Frame, Erganomic",201.0,4,0.0,62.4,25.53,Medium,2013.0,4,31.044776119402982
CA-2013-158099,2013-04-09,2013-06-09,First Class,Paul Knutson,Home Office,Pennsylvania,United States,US,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,281.0,3,0.4,-46.797,25.02,Medium,2013.0,4,-16.65373665480427
US-2013-101616,2013-04-09,2013-07-09,First Class,Craig Yedwab,Corporate,Louisiana,United States,US,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.0,8,0.0,41.0216,23.74,High,2013.0,4,47.15126436781609
ZA-2013-8130,2013-04-09,2013-10-09,Standard Class,Joe Kamberova,Consumer,Lusaka,Zambia,Africa,Africa,OFF-HOO-10002752,Office Supplies,Appliances,"Hoover Refrigerator, Red",526.0,1,0.0,131.55,20.69,Medium,2013.0,4,25.009505703422057
ZA-2013-8130,2013-04-09,2013-10-09,Standard Class,Joe Kamberova,Consumer,Lusaka,Zambia,Africa,Africa,FUR-SAU-10004137,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",389.0,2,0.0,143.94,18.9,Medium,2013.0,4,37.0025706940874
ES-2013-5266365,2013-04-09,2013-07-09,Second Class,Henry Goldwyn,Corporate,Poitou-Charentes,France,EU,Central,OFF-FA-10004878,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",132.0,7,0.0,10.5,17.81,Medium,2013.0,4,7.954545454545454
US-2013-147711,2013-04-09,2013-09-09,Second Class,Herbert Flentye,Consumer,Maryland,United States,US,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",345.0,3,0.0,31.0446,16.76,Medium,2013.0,4,8.998434782608696
ZA-2013-8130,2013-04-09,2013-10-09,Standard Class,Joe Kamberova,Consumer,Lusaka,Zambia,Africa,Africa,FUR-SAF-10002940,Furniture,Bookcases,"Safco Corner Shelving, Mobile",304.0,2,0.0,133.74,15.65,Medium,2013.0,4,43.99342105263158
ES-2013-1128924,2013-04-09,2013-08-09,Standard Class,Mike Vittorini,Consumer,Berlin,Germany,EU,Central,FUR-CH-10001150,Furniture,Chairs,"SAFCO Steel Folding Chair, Red",137.0,2,0.2,46.236,13.54,High,2013.0,4,33.748905109489044
MX-2013-118255,2013-04-09,2013-08-09,Second Class,Steven Ward,Corporate,Santa Cruz,Bolivia,LATAM,South,FUR-CH-10002768,Furniture,Chairs,"Office Star Swivel Stool, Black",114.0,1,0.0,6.86,13.46,Medium,2013.0,4,6.017543859649123
MX-2013-135895,2013-04-09,2013-04-09,Same Day,Ricardo Sperren,Corporate,Morelos,Mexico,LATAM,North,TEC-AC-10003681,Technology,Accessories,"SanDisk Mouse, Erganomic",48.0,2,0.0,13.48,12.21,High,2013.0,4,28.083333333333332
